,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,track_name,preview_url,binary_label,multiclass_label
2739,3GkL6as11lsXOHLQOLvUod,0.581,0.345,2,-14.591,1,0.0331,0.726,0.113,0.0901,0.387,95.059,240196,3,Big Love and Little Hollywood,New Slang,,1,4
2740,7BoCnys48XsoCiJwE6g491,0.727,0.23,2,-8.332,1,0.0357,0.867,0,0.12,0.49,119.849,173250,4,Jenny Thorn,You Get What You Give,https://p.scdn.co/mp3-preview/5a84a67c6c760f7fc2dfb9e75ad673f39a112409?cid=1f08b74262ce473390052367a2428089,1,4
2741,6VtXVWUzeJ4BtW08ppm9CH,0.437,0.275,10,-11.362,1,0.0406,0.889,1.31e-05,0.131,0.475,111.408,247853,3,Rachael Nemiroff,Ridin' Solo,https://p.scdn.co/mp3-preview/95725b6eb9716959397ec6fc2f0222a2c9284496?cid=1f08b74262ce473390052367a2428089,1,4
2742,6lRXBamqNKFVKBRf7aBp31,0.593,0.74,0,-4.989,1,0.0261,0.176,0,0.104,0.133,109.986,242747,4,Riaan Benadé,From Now On,,1,4
2743,66V40iz2mphPbYvuJVj13i,0.439,0.217,2,-13.166,1,0.0413,0.933,0,0.126,0.373,144.413,246345,4,Thomas Daniel,drivers license,https://p.scdn.co/mp3-preview/5b0fd9c61743da169f44b78cf5739b51e8653cb0?cid=1f08b74262ce473390052367a2428089,1,4
2744,6yNdyVqnK95Tw4yZCEZBIX,0.308,0.278,3,-8.778,1,0.0285,0.609,0,0.0846,0.348,81.225,204738,4,Michael Constantino,Iris,,1,4
2745,5Z4zJH6Z3cntnr5hRvptXB,0.508,0.319,10,-11.667,0,0.0296,0.278,0.0409,0.114,0.119,123.05,326003,4,Elkvilla,Sink,,1,4
2746,6u1E03WKp0QsOfK5FEzzGr,0.608,0.342,4,-14.166,1,0.0316,0.782,0.243,0.109,0.172,80.109,203893,4,Donovan Woods,"Portland, Maine",,1,4
2747,2FlG7RSmCD0e3uvSNzdiMe,0.551,0.318,1,-10.173,1,0.0365,0.934,8.77e-06,0.0903,0.281,141.158,179347,4,Benjamin Francis Leftwich,Pictures,,1,4
2748,1gcciAKMxnfM5wpiGmWMWe,0.547,0.0711,0,-14.833,1,0.0332,0.943,1.25e-06,0.183,0.109,104.794,228939,4,Theresa Sokyrka,Time After Time,https://p.scdn.co/mp3-preview/80e54bc9a3f1e50fd4a31ae9e6e3fe1527e247f1?cid=1f08b74262ce473390052367a2428089,1,4
2749,1DcKLf37erdwo5A3rEw9qL,0.495,0.318,2,-13.144,1,0.0298,0.824,0,0.149,0.356,84.863,203232,4,The Mayries,I Love The Way You Love Me,https://p.scdn.co/mp3-preview/fc98e6ee442d2b92db935a0c63645e8278f318f7?cid=1f08b74262ce473390052367a2428089,1,4
2750,0YhsOegsemgmT7ZHdWheUy,0.371,0.208,11,-13.167,1,0.0462,0.912,0,0.105,0.309,199.805,172767,4,Bailey Jehl,Anyone,https://p.scdn.co/mp3-preview/d6582eb66fb23b1fb9d4ada7ad28968ca1d42f33?cid=1f08b74262ce473390052367a2428089,1,4
2751,6ClQBXNubAOMjQgJxhz2Oe,0.427,0.25,1,-12.513,1,0.0392,0.233,0,0.111,0.275,120.033,410329,3,Billy Allen,"People, Turn Around",https://p.scdn.co/mp3-preview/85cc9ab491e5a805beb853ca5154635207cdaca5?cid=1f08b74262ce473390052367a2428089,1,4
2752,5OfJhmXJMOrmRqNqYWkXBk,0.863,0.303,2,-13.411,0,0.0402,0.752,0,0.227,0.919,111.944,150539,4,Brandon Chase,Sunday Best - Acoustic Version,https://p.scdn.co/mp3-preview/45c681fe85b70006a49c570cd410690db4d80489?cid=1f08b74262ce473390052367a2428089,1,4
2753,0oDaCDJSz9K878vbIOmQsT,0.479,0.311,11,-10.227,0,0.0389,0.82,0,0.122,0.383,85.081,227675,4,Dan Berk,Thank You Next - Bossa Nova,https://p.scdn.co/mp3-preview/6e18865a5a08b9bf36c3bebaaf3ac685a1b290e1?cid=1f08b74262ce473390052367a2428089,1,4
